"freq","word1","word2","word3","word4","word5"
"4","a","lot","of","things","that"
"2","a","lot","of","time","in"
"2","a","lot","of","what","we"
"2","a","lot","of","work","and"
"2","a","lot","of","work","to"
"3","a","love","hate","relationship","with"
"3","a","m","and","p","m"
"21","a","m","to","p","m"
"4","a","man","and","a","woman"
"2","a","match","made","in","heaven"
"2","a","means","for","sites","to"
"3","a","member","of","the","unk"
"2","a","month","and","a","half"
"2","a","month","or","so","ago"
"2","a","muc","a","muc","a"
"2","a","need","for","more","rain"
"2","a","new","style","for","the"
"2","a","new","three","year","deal"
"2","a","news","release","from","the"
"2","a","nice","addition","to","the"
"2","a","number","of","factors","including"
"2","a","number","of","ways","including"
"2","a","number","of","years","ago"
"2","a","one","size","fits","all"
"2","a","pain","in","the","ass"
"3","a","pair","of","unk","unk"
"2","a","part","of","the","unk"
"2","a","participant","in","the","amazon"
"2","a","person","familiar","with","the"
"2","a","picture","of","one","of"
"2","a","recent","quinnipiac","university","poll"
"2","a","reminder","that","i","have"
"2","a","requirement","to","purchase","insurance"
"2","a","sales","tax","increase","of"
"2","a","security","checkpoint","that","was"
"2","a","sense","of","security","for"
"2","a","sentence","around","my","dad's"
"2","a","significant","part","of","unk"
"2","a","sixth","casino","in","maryland"
"2","a","small","part","of","the"
"2","a","spokesman","for","house","speaker"
"2","a","stay","at","home","mom"
"2","a","step","in","the","right"
"2","a","suggested","donation","of","for"
"2","a","supervision","on","a","book"
"2","a","symbol","of","all","that"
"2","a","ten","year","old","boy"
"2","a","to","make","it","a"
"2","a","toothpick","inserted","in","the"
"2","a","tree","unk","and","a"
"2","a","two","game","winning","streak"
"2","a","two","run","homer","in"
"2","a","unk","a","unk","and"
"2","a","unk","it's","not","a"
"3","a","unk","of","the","unk"
"2","a","unk","or","a","unk"
"2","a","unk","pair","of","unk"
"2","a","unk","which","is","different"
"2","a","vague","sense","of","unk"
"2","a","very","clear","choice","if"
"2","a","very","happy","new","year"
"2","a","very","very","important","part"
"3","a","week","and","a","half"
"3","a","week","or","so","ago"
"2","a","while","since","i","posted"
"2","a","whole","day","in","the"
"2","a","will","there's","a","way"
"2","a","winter's","night","a","traveler"
"5","a","year","and","a","half"
"2","a","year","are","killed","by"
"2","able","to","be","there","for"
"2","able","to","define","exactly","what"
"2","able","to","get","out","of"
"2","about","being","there","when","it's"
"2","about","half","the","size","of"
"2","about","how","much","i","love"
"2","about","that","too","i","have"
"2","about","the","rest","of","the"
"2","about","the","size","of","the"
"2","about","the","unk","of","a"
"2","about","the","unk","of","the"
"2","about","to","be","a","good"
"2","about","to","be","unk","by"
"2","about","to","die","in","the"
"2","accept","me","for","who","i"
"2","accept","you","for","who","you"
"2","access","to","the","region's","core"
"2","accordance","with","the","scriptures","and"
"2","according","to","a","new","study"
"2","according","to","a","news","release"
"2","according","to","a","police","news"
"2","according","to","a","press","release"
"2","according","to","a","study","by"
"2","according","to","the","associated","press"
"3","according","to","the","report","the"
"2","accounting","aid","society","in","metro"
"2","act","as","if","what","you"
"2","act","but","a","habit","aristotle"
"2","act","like","you","don't","know"
"2","action","on","smoking","and","health"
"2","adding","million","new","jobs","million"
"2","administered","only","once","a","month"
"2","admit","that","i","have","a"
"2","adults","will","have","earned","a"
"2","advantage","that","can","be","passed"
"2","advertising","and","linking","to","amazon"
"2","advertising","fees","by","advertising","and"
"2","advice","do","you","have","for"
"2","advisor","sales","and","unk","unk"
"3","after","about","an","hour","the"
"2","after","all","this","is","a"
"2","after","being","pulled","from","the"
"2","after","being","shot","in","the"
"2","again","and","again","and","again"
"2","again","hope","everyone","is","having"
"2","against","the","tribe","last","year"
"2","aged","apple","and","peach","unk"
"2","agent","of","all","time","in"
"2","agree","that","it","is","a"
"2","aid","society","in","metro","detroit"
"2","ain't","too","proud","to","beg"
"2","al","qaeda","in","the","arabian"
"2","all","and","to","all","a"
"3","all","at","the","same","time"
"3","all","comes","down","to","this"
"3","all","have","a","wonderful","day"
"2","all","i","ask","is","that"
"4","all","i","can","say","is"
"3","all","i","can","think","about"
"2","all","i","have","to","do"
"2","all","i","know","is","it"
"2","all","i","think","about","is"
"4","all","i","want","to","do"
"2","all","in","all","it","was"
"2","all","my","heart","i","love"
"5","all","of","a","sudden","the"
"2","all","of","the","unk","unk"
"2","all","of","us","here","at"
"2","all","of","your","gardening","needs"
"2","all","over","the","place","and"
"2","all","over","the","world","still"
"2","all","the","best","to","you"
"3","all","the","moms","out","there"
"3","all","the","time","god","is"
"4","all","the","way","to","the"
"2","all","things","through","christ","who"
"2","all","time","in","reggie","white"
"2","all","you","can","eat","wings"
"8","all","you","have","to","do"
"2","all","you","need","to","know"
"2","all","your","heart","and","with"
"2","allow","a","sixth","casino","in"
"2","along","the","lines","of","what"
"3","along","with","the","fact","that"
"2","also","a","great","way","to"
"2","also","announce","that","our","guest"
"2","also","do","a","lot","of"
"2","always","a","need","for","more"
"4","always","on","the","lookout","for"
"2","always","play","the","same","way"
"3","always","smile","bro","follow","me"
"2","am","going","to","have","to"
"2","am","i","making","this","choice"
"5","am","i","the","only","one"
"4","am","i","the","only","person"
"2","am","looking","forward","to","the"
"2","am","so","not","feeling","the"
"2","am","so","proud","of","him"
"2","amazing","i'm","so","proud","of"
"2","amazon","ca","amazon","co","uk"
"2","amazon","co","uk","amazon","de"
"2","amazon","com","amazon","ca","amazon"
"2","amazon","de","amazon","fr","amazon"
"2","amazon","es","certain","content","that"
"2","amazon","eu","associates","programmes","designed"
"2","amazon","eu","this","content","is"
"2","amazon","fr","amazon","it","and"
"2","amazon","it","and","amazon","es"
"2","amazon","services","llc","and","amazon"
"2","amazon","services","llc","and","or"
"2","america","is","now","israel","the"
"2","an","act","but","a","habit"
"3","an","average","of","times","a"
"2","an","e","mail","with","the"
"3","an","eye","out","for","our"
"2","an","eye","out","for","unk"
"6","an","hour","and","a","half"
"2","an","important","part","of","my"
"2","an","unk","leading","unk","and"
"2","and","a","bit","of","a"
"2","and","a","description","of","your"
"2","and","a","great","sense","of"
"2","and","a","half","ago","she"
"2","and","a","number","of","other"
"2","and","a","panel","of","teachers"
"2","and","a","unk","of","unk"
"2","and","all","the","time","god"
"2","and","all","you","have","to"
"2","and","amazon","es","certain","content"
"2","and","amazon","eu","associates","programmes"
"3","and","as","soon","as","i"
"2","and","as","you","can","see"
"2","and","asked","if","we","could"
"2","and","at","the","end","of"
"6","and","at","the","same","time"
"2","and","authenticity","those","are","the"
"2","and","because","of","that","i"
"2","and","before","i","knew","it"
"2","and","booze","would","come","in"
"2","and","by","that","i","mean"
"2","and","by","the","time","he"
"2","and","can","get","back","to"
"2","and","come","up","with","a"
"2","and","cut","into","a","dice"
"2","and","falls","in","love","with"
"2","and","for","the","first","half"
"2","and","for","the","first","time"
"3","and","for","the","most","part"
"2","and","gets","away","with","it"
"2","and","getting","to","know","them"
"3","and","have","a","good","time"
"2","and","have","a","great","time"
"2","and","helped","residents","red","cross"
"2","and","here","are","some","of"
"2","and","how","i","should","be"
"2","and","how","much","of","it"
"2","and","i'm","not","talking","about"
"2","and","i'm","willing","to","give"
"2","and","i","am","telling","you"
"2","and","i","are","going","to"
"2","and","i","are","unk","to"
"3","and","i","can't","wait","to"
"2","and","i","can","say","from"
"2","and","i","cannot","wait","to"
"2","and","i","couldn't","be","happier"
"4","and","i","didn't","want","to"
"2","and","i","don't","even","know"
"2","and","i","don't","know","how"
"2","and","i","don't","know","why"
"2","and","i","don't","think","i"
"3","and","i","don't","want","to"
"2","and","i","have","decided","to"
"3","and","i","have","no","idea"
"2","and","i","have","to","say"
"2","and","i","have","yet","to"
"2","and","i","headed","back","to"
"2","and","i","hope","to","see"
"3","and","i","just","want","to"
"2","and","i","only","have","a"
"2","and","i","spent","a","good"
"2","and","i","think","that","the"
"4","and","i","thought","it","was"
"2","and","i","want","to","hear"
"2","and","i","want","you","to"
"3","and","i","was","able","to"
"2","and","i","was","like","unk"
"2","and","i","went","to","the"
"2","and","i","will","be","in"
"2","and","i","will","follow","you"
"2","and","if","you","are","reading"
"2","and","in","the","end","it's"
"2","and","is","subject","to","change"
"2","and","it's","amazing","how","quickly"
"2","and","it","all","comes","down"
"2","and","it","came","at","the"
"2","and","it","is","going","to"
"2","and","it","needs","to","be"
"2","and","it","occurred","to","me"
"2","and","it","was","a","huge"
"2","and","just","in","time","for"
"2","and","leave","me","a","comment"
"3","and","let","us","know","what"
"2","and","linking","to","amazon","com"
"2","and","lived","there","for","two"
"2","and","lots","and","lots","of"
"2","and","made","me","want","to"
"2","and","more","because","of","the"
"2","and","not","just","because","i"
"2","and","now","here","we","are"
"2","and","now","i","have","a"
"2","and","of","course","my","unk"
"2","and","on","top","of","that"
"2","and","on","wednesday","at","the"
"2","and","open","to","the","public"
"2","and","opinions","the","motion","picture"
"2","and","or","amazon","eu","this"
"2","and","or","unk","of","the"
"3","and","over","and","over","again"
"2","and","papers","came","from","the"
"2","and","possession","of","drug","unk"
"3","and","pound","feet","of","torque"
"2","and","put","it","in","there"
"2","and","refrigerate","for","at","least"
"2","and","replaced","it","with","a"
"3","and","roll","hall","of","fame"
"2","and","see","how","it","goes"
"2","and","see","if","we","can"
"2","and","she","did","just","that"
"2","and","should","be","able","to"
"2","and","so","i","had","to"
"2","and","special","interests","over","working"
"2","and","susan","g","komen","for"
"2","and","take","a","look","at"
"2","and","take","me","to","the"
"2","and","thank","you","to","all"
"2","and","that","he","might","make"
"2","and","that","is","why","i"
"2","and","that","it","would","be"
"2","and","the","best","part","is"
"2","and","the","bulls","title","hopes"
"2","and","the","concept","of","time"
"2","and","the","death","of","unk"
"2","and","the","department","of","justice"
"2","and","the","e","street","band"
"2","and","the","half","tribe","of"
"2","and","the","new","york","giants"
"2","and","the","people","who","have"
"2","and","the","possibility","of","a"
"2","and","the","power","goes","out"
"5","and","the","rest","of","the"
"3","and","the","unk","and","the"
"3","and","the","unk","of","the"
"2","and","the","unk","were","going"
"2","and","the","wife","and","i"
"2","and","then","do","what","you"
"2","and","then","it","began","to"
"2","and","then","it","was","unk"
"2","and","then","there","are","the"
"2","and","there's","a","lot","more"
"3","and","this","is","one","of"
"2","and","this","time","it","was"
"2","and","to","all","a","good"
"2","and","to","be","able","to"
"2","and","told","me","to","call"
"2","and","unk","as","well","as"
"2","and","unk","at","the","same"
"2","and","unk","i","wanted","to"
"2","and","unk","the","unk","unk"
"2","and","unk","unk","tool","financial"
"2","and","unk","unk","unk","and"
"3","and","unk","unk","unk","unk"
"2","and","we'll","show","you","how"
"2","and","we're","going","to","be"
"2","and","we're","looking","forward","to"
"2","and","we","had","a","lot"
"2","and","went","on","to","beat"
"2","and","what","they","can","do"
"2","and","will","continue","to","do"
"2","and","with","all","your","soul"
"2","and","woke","up","at","am"
"2","and","won't","be","able","to"
"2","and","you","can","get","a"
"2","announce","that","our","guest","designer"
"2","annual","rate","of","million","units"
"2","anonymity","because","he","was","not"
"2","another","part","of","the","world"
"2","answers","to","many","of","the"
"2","any","of","you","out","there"
"2","anyone","ever","told","you","that"
"2","anyone","know","where","i","can"
"3","anything","to","do","with","it"
"2","anything","to","do","with","this"
"5","apartment","new","apartment","new","apartment"
"3","appearance","at","the","final","five"
"2","appears","on","this","website","comes"
"2","apple","and","peach","unk","to"
"2","approximate","values","per","serving","calories"
"2","are","a","dime","a","dozen"
"2","are","a","few","of","my"
"2","are","a","few","of","the"
"2","are","a","great","way","to"
"3","are","a","lot","of","people"
"2","are","a","lot","of","unk"
"2","are","almost","twice","as","likely"
"2","are","at","high","risk","for"
"2","are","at","the","top","of"
"2","are","expected","to","be","in"
"2","are","going","to","be","a"
"2","are","going","to","have","a"
"2","are","going","to","have","to"
"2","are","in","the","middle","of"
"5","are","in","the","process","of"
"3","are","just","some","of","the"
"2","are","less","likely","to","be"
"2","are","locked","in","a","unk"
"2","are","looking","forward","to","our"
"2","are","many","types","of","unk"
"2","are","more","likely","to","be"
"2","are","not","capable","of","managing"
"2","are","not","going","to","be"
"2","are","on","their","way","to"
"2","are","one","of","the","most"
"2","are","red","violets","are","blue"
"2","are","right","around","the","corner"
"2","are","ruining","our","good","work"
"2","are","so","many","ways","to"
"2","are","some","of","my","favorites"
"2","are","trying","to","determine","what"
"2","are","we","to","believe","that"
"2","are","what","we","repeatedly","do"
"2","are","you","done","with","finals"
"2","are","you","fucking","kidding","me"
"2","are","you","going","to","be"
"5","are","you","going","to","do"
"2","are","you","going","to","get"
"2","are","you","going","to","the"
"2","are","you","gonna","be","say"
"2","are","you","taking","the","van"
"2","aren't","familiar","with","refinance","loans"
"2","around","my","dad's","unk","buddies"
"2","arrested","on","a","bench","warrant"
"2","article","of","the","federal","constitution"
"3","as","a","member","of","the"
"6","as","a","result","of","the"
"2","as","a","result","of","unk"
"2","as","a","seven","year","old"
"2","as","a","true","freshman","in"
"2","as","a","unk","this","morning"
"2","as","both","mr","b","in"
"2","as","close","as","possible","to"
"2","as","far","as","i'm","concerned"
"2","as","far","as","i","can"
"3","as","far","as","i","know"
"2","as","far","as","the","eye"
"2","as","far","as","to","say"
"2","as","far","away","as","new"
"2","as","good","as","it","gets"
"2","as","good","as","the","first"
"2","as","i","can","remember","i"
"2","as","i","found","out","that"
"2","as","i","type","this","i"
"2","as","i","would","like","to"
"2","as","if","what","you","do"
"2","as","is","and","is","subject"
"2","as","is","the","case","with"
"4","as","long","as","i","can"
"2","as","long","as","you","are"
"2","as","long","as","you","can"
"2","as","much","as","i","can"
"3","as","much","as","i","could"
"2","as","much","as","i","do"
"2","as","much","as","i","enjoyed"
"2","as","much","as","i","like"
"2","as","much","as","in","the"
"2","as","much","as","possible","from"
"2","as","much","as","we","could"
"2","as","no","surprise","that","the"
"2","as","one","of","the","best"
"2","as","part","of","a","unk"
"2","as","several","multi","unk","slot"
"2","as","soon","as","i","can"
"3","as","soon","as","it","is"
"2","as","soon","as","we","could"
"2","as","the","director","of","a"
"2","as","the","eye","can","see"
"2","as","the","game","went","on"
"3","as","the","north","dakota","workforce"
"2","as","the","result","of","a"
"2","as","the","unk","in","the"
"2","as","they","are","by","the"
"2","as","unk","as","we","can"
"2","as","unk","unk","and","unk"
"2","as","well","as","a","few"
"2","as","well","as","a","full"
"2","as","well","as","being","a"
"3","as","well","as","in","the"
"2","as","well","as","several","multi"
"3","as","well","as","the","unk"
"2","as","you","can","see","i"
"2","as","you","can","see","the"
"2","asked","her","if","she","wanted"
"2","assignment","write","a","play","that"
"2","associates","programmes","designed","to","provide"
"2","at","a","greater","risk","of"
"2","at","about","a","m","and"
"3","at","about","the","same","time"
"2","at","each","end","of","every"
"2","at","its","most","unk","and"
"3","at","least","i","don't","have"
"4","at","least","one","of","the"
"3","at","me","like","i","was"
"2","at","new","york's","museum","of"
"2","at","newark","liberty","international","airport"
"2","at","p","m","at","the"
"2","at","p","m","p","m"
"2","at","p","m","saturday","and"
"3","at","p","m","saturday","at"
"2","at","some","of","the","unk"
"2","at","st","louis","p","m"
"2","at","the","age","of","he"
"9","at","the","beginning","of","the"
"2","at","the","bottom","of","each"
"4","at","the","bottom","of","the"
"2","at","the","bottom","of","this"
"4","at","the","center","of","the"
"2","at","the","city","club","of"
"2","at","the","drop","of","a"
"4","at","the","end","of","a"
"2","at","the","end","of","april"
"3","at","the","end","of","his"
"2","at","the","end","of","january"
"3","at","the","end","of","last"
"43","at","the","end","of","the"
"4","at","the","end","of","this"
"2","at","the","end","of","unk"
"2","at","the","end","of","year"
"2","at","the","expense","of","the"
"2","at","the","far","end","of"
"3","at","the","final","five","go"
"5","at","the","heart","of","the"
"4","at","the","other","end","of"
"2","at","the","perfect","time","in"
"2","at","the","point","where","i"
"2","at","the","republican","national","convention"
"2","at","the","s","p","index"
"3","at","the","same","time","and"
"2","at","the","same","time","as"
"2","at","the","same","time","he"
"5","at","the","same","time","i"
"2","at","the","same","time","if"
"5","at","the","same","time","it"
"2","at","the","same","time","that"
"4","at","the","same","time","the"
"2","at","the","same","time","there"
"2","at","the","same","time","this"
"3","at","the","same","time","you"
"3","at","the","scene","of","a"
"2","at","the","start","of","spring"
"6","at","the","start","of","the"
"2","at","the","summit","of","the"
"2","at","the","time","and","the"
"2","at","the","time","i","was"
"6","at","the","time","of","the"
"4","at","the","top","of","the"
"2","at","the","top","of","their"
"3","at","the","university","of","maryland"
"2","at","the","university","of","missouri"
"3","at","the","university","of","pennsylvania"
"2","at","the","unk","tavern","tonight"
"2","at","the","very","least","i"
"2","at","the","wallingford","ct","show"
"2","at","the","white","house","correspondents"
"2","at","this","time","of","the"
"2","at","unk","in","west","unk"
"2","at","www","unk","com","unk"
"2","attach","w","sl","st","to"
"2","attack","should","they","save","him"
"2","attempt","to","undermine","the","ideals"
"2","attorney","general","and","the","department"
"2","average","of","times","a","day"
"2","award","winning","novel","gray","rainbow"
"2","away","a","lot","of","the"
"2","away","from","which","means","i'm"
"2","awesome","thanks","for","making","it"
"2","b","and","i","are","writers"
"2","b","in","b","and","i"
"2","back","in","the","day","i"
"2","back","in","the","swing","of"
"2","back","on","the","tax","rolls"
"2","back","on","track","with","my"
"2","back","to","where","i","was"
"2","back","up","on","the","unk"
"2","bake","for","about","minutes","or"
"2","based","al","qaeda","in","the"
"2","based","on","the","number","of"
"2","batum","led","the","blazers","with"
"4","be","a","bit","of","a"
"2","be","a","bit","tricky","especially"
"3","be","a","good","idea","to"
"3","be","a","good","place","to"
"3","be","a","good","time","to"
"2","be","a","nice","addition","to"
"2","be","a","part","of","it"
"2","be","a","part","of","that"
"2","be","a","part","of","the"
"2","be","a","part","of","this"
"2","be","a","school","social","worker"
"2","be","able","to","cope","with"
"2","be","able","to","do","it"
"3","be","able","to","do","that"
"2","be","able","to","find","the"
"2","be","able","to","make","it"
"4","be","able","to","see","the"
"2","be","able","to","watch","the"
"2","be","and","then","do","what"
"2","be","are","you","gonna","be"
"2","be","billed","at","per","hour"
"2","be","found","at","www","unk"
"2","be","in","a","bad","mood"
"2","be","interesting","to","see","how"
"2","be","lucky","to","have","you"
"2","be","my","last","post","before"
"2","be","nice","to","be","able"
"2","be","one","of","the","best"
"3","be","one","of","the","most"
"2","be","one","of","those","days"
"2","be","part","of","the","solution"
"2","be","plenty","of","time","for"
"2","be","say","you","gonna","be"
"2","be","stuck","in","my","head"
"2","be","sure","to","check","back"
"2","be","sure","to","check","out"
"2","be","sure","to","stop","by"
"3","be","the","death","of","me"
"2","be","the","unk","of","the"
"2","be","unk","about","egg","blowing"
"2","because","at","the","end","of"
"2","because","he","was","not","authorized"
"2","because","i","think","it's","important"
"2","because","it's","over","smile","because"
"2","because","it's","the","right","thing"
"2","because","it","is","dressed","in"
"2","because","of","a","lower","body"
"2","because","of","the","high","stakes"
"2","because","the","thing","is","i"
"2","because","there's","going","to","be"
"2","because","you","were","able","to"
"2","beckman","high","school","instrumental","music"
"2","been","a","long","time","coming"
"3","been","a","long","time","since"
"6","been","a","while","since","i"
"2","been","a","while","since","we"
"2","been","charged","with","a","crime"
"2","been","convicted","of","a","serious"
"2","been","doing","a","lot","of"
"2","been","here","in","a","long"
"3","been","in","a","long","time"
"2","been","one","of","the","best"
"3","before","i","go","to","bed"
"2","before","i","knew","it","i"
"2","before","the","end","of","the"
"3","before","the","start","of","the"
"2","began","to","unk","in","the"
"2","beginning","of","the","end","of"
"2","beginning","to","wonder","if","i"
"2","behind","in","the","count","holliday"
"2","being","able","to","get","out"
"2","being","able","to","see","the"
"2","believe","that","a","young","white"
"3","best","day","of","my","life"
"2","best","day","of","the","week"
"2","best","feeling","in","the","world"
"3","best","of","luck","to","all"
"2","best","unk","in","the","world"
"2","between","a","m","and","p"
"2","between","a","man","and","a"
"2","between","and","inches","of","snow"
"2","between","percent","and","percent","of"
"2","between","the","first","and","second"
"2","between","the","government","and","the"
"3","between","the","u","s","and"
"4","between","the","united","states","and"
"2","between","unk","road","and","unk"
"2","big","block","of","swords","and"
"2","big","thank","you","to","everyone"
"2","bill","and","melinda","gates","foundation"
"2","birthday","have","a","good","one"
"2","birthday","i","hope","you","have"
"2","black","ops","got","a","unk"
"2","blazers","with","points","and","wallace"
"2","blessed","i","am","to","have"
"2","blog","unk","wordpress","com","is"
"2","bob","unk","who","fights","every"
"2","book","and","go","to","the"
"2","book","award","winning","novel","gray"
"17","books","books","books","books","books"
"2","booze","would","come","in","from"
"2","both","mr","b","in","b"
"2","both","on","and","off","the"
"3","both","sides","of","the","aisle"
"2","bragging","if","you","can","back"
"2","break","for","a","few","minutes"
"2","bring","to","a","boil","and"
"2","bring","to","a","boil","over"
"2","brings","me","to","my","next"
"2","brought","to","you","by","the"
"2","bruce","springsteen","and","the","e"
"2","built","up","over","the","years"
"2","business","network","international","st","charles"
"2","but","a","lot","of","times"
"2","but","at","least","most","of"
"4","but","at","the","end","of"
"8","but","at","the","same","time"
"2","but","don't","be","surprised","if"
"2","but","for","some","reason","i"
"2","but","for","some","reason","the"
"2","but","for","the","first","time"
"2","but","for","the","most","part"
"2","but","he's","one","of","the"
"2","but","here's","my","number","so"
"2","but","i'm","not","going","to"
"2","but","i","am","not","going"
"2","but","i","can't","help","but"
"4","but","i","can","tell","you"
"2","but","i","do","know","that"
"2","but","i","don't","have","any"
"2","but","i","don't","think","they"
"3","but","i","don't","want","to"
"2","but","i","feel","like","it's"
"2","but","i","find","it","a"
"2","but","i","have","a","feeling"
"3","but","i","have","to","admit"
"2","but","i","like","the","idea"
"2","but","i","will","let","you"
"2","but","i","will","never","get"
"2","but","i","wouldn't","want","to"
"3","but","if","you","want","to"
"2","but","in","the","face","of"
"2","but","it's","going","to","be"
"2","but","it","isn't","over","yet"
"2","but","it","was","all","i"
"2","but","it","was","far","from"
"3","but","more","often","than","not"
"2","but","not","bone","dry","it"
"2","but","now","i","am","back"
"2","but","on","the","other","hand"
"2","but","one","of","the","things"
"2","but","only","if","you","don't"
"2","but","right","now","i","am"
"2","but","thank","u","so","much"
"2","but","that","is","not","the"
"2","but","the","rest","of","the"
"2","but","the","timing","of","the"
"2","but","the","truth","is","that"
"2","but","there's","nothing","to","do"
"2","but","this","time","i","was"
"2","but","this","time","it","was"
"2","but","we're","going","to","do"
"5","but","when","it","comes","to"
"2","but","you're","not","going","to"
"2","but","you","could","have","made"
"2","butt","i","still","wanna","know"
"2","buy","one","get","one","free"
"2","by","advertising","and","linking","to"
"2","by","most","people","because","it"
"12","by","the","end","of","the"
"2","by","the","end","of","this"
"2","by","the","european","union","of"
"2","by","the","new","york","times"
"2","by","the","same","people","who"
"2","by","the","side","of","the"
"2","by","the","time","i","got"
"2","by","the","time","you","get"
"4","by","the","u","s","department"
"2","ca","amazon","co","uk","amazon"
"2","call","for","a","by","election"
"2","call","her","and","tell","her"
"2","call","or","visit","unk","com"
"4","call","or","visit","unk","org"
"2","call","the","third","member","of"
"2","called","according","to","his","purpose"
"2","came","from","the","snippets","folder"
"2","came","on","after","i","left"
"2","came","time","for","the","eye"
"2","came","up","with","a","list"
"2","campaigned","on","a","pledge","to"
"2","can't","afford","to","live","in"
"3","can't","be","the","only","one"
"2","can't","deploy","specialized","unk","lang"
"3","can't","figure","out","how","to"
"2","can't","get","enough","of","that"
"2","can't","go","back","in","time"
"2","can't","make","it","to","the"
"2","can't","make","this","stuff","up"
"3","can't","wait","for","the","unk"
"2","can't","wait","for","this","weekend"
"2","can't","wait","for","you","to"
"2","can't","wait","to","be","a"
"2","can't","wait","to","celebrate","with"
"4","can't","wait","to","get","back"
"2","can't","wait","to","get","home"
"2","can't","wait","to","get","my"
"3","can't","wait","to","get","to"
"2","can't","wait","to","go","home"
"2","can't","wait","to","go","to"
"2","can't","wait","to","hear","it"
"4","can't","wait","to","hear","more"
"2","can't","wait","to","hear","what"
"2","can't","wait","to","see","how"
"3","can't","wait","to","see","it"
"6","can't","wait","to","see","my"
"7","can't","wait","to","see","the"
"3","can't","wait","to","see","them"
"2","can't","wait","to","see","tonight"
"12","can't","wait","to","see","what"
"6","can't","wait","to","see","you"
"2","can","anyone","recommend","a","good"
"2","can","be","a","little","daunting"
"2","can","be","as","good","as"
"2","can","be","found","at","www"
"2","can","be","unk","with","the"
"2","can","change","the","heart","then"
"2","can","do","a","better","job"
"2","can","do","all","things","through"
"2","can","i","live","in","a"
"2","can","make","all","the","difference"
"2","can","only","mean","one","thing"
"2","can","someone","please","explain","to"
"2","can","tell","whether","a","man"
"2","can","walk","along","the","beach"
"2","can","we","interview","you","and"
"2","can","work","the","outsiders","are"
"2","can","you","follow","me","i"
"2","can","you","follow","me","please"
"2","can","you","give","us","a"
"2","can","you","send","me","a"
"2","cannot","wait","to","see","what"
"2","cant","make","money","in","the"
"2","cant","wait","to","see","u"
"2","cape","dutch","and","english","settlers"
"2","carbohydrate","g","protein","g","fiber"
"2","card","and","papers","came","from"
"2","cards","i","found","that","i"
"2","case","in","which","he","was"
"2","case","you","would","like","to"
"2","cast","your","vote","in","the"
"2","censored","in","case","of","unk"
