"freq","word1"
19,"advocates"
8,"advocating"
1,"adwords"
1,"adz"
1,"aea's"
1,"aebp"
1,"aech"
2,"aeds"
4,"aeg"
2,"aeg's"
1,"aegir"
2,"aegis"
1,"aegyo"
1,"aeration"
8,"aerial"
2,"aerialist"
2,"aerie"
2,"aero"
1,"aerobics"
1,"aerodynamic"
2,"aerodynamics"
1,"aerogrammes"
1,"aeropostale"
1,"aerosmith"
2,"aerospace"
1,"aerosystems"
1,"aerotropolis"
1,"aesthetes"
10,"aesthetic"
1,"aesthetically"
2,"aesthetics"
1,"aetna"
1,"afam"
1,"afamily"
7,"afar"
1,"afc"
12,"affair"
25,"affairs"
38,"affect"
1,"affectation"
36,"affected"
8,"affecting"
6,"affection"
1,"affectionate"
1,"affectionately"
14,"affects"
1,"affended"
1,"affiant"
1,"afficianato"
8,"affidavit"
1,"affidavits"
7,"affiliate"
11,"affiliated"
4,"affiliates"
5,"affiliation"
1,"affiliations"
1,"affinity"
1,"affirm"
3,"affirmation"
1,"affirmations"
2,"affirmative"
1,"affirmed"
1,"affix"
1,"affixed"
1,"affleck"
1,"afflict"
2,"afflicted"
3,"affliction"
3,"afflictions"
2,"affluence"
1,"affluent"
1,"affogato"
41,"afford"
2,"affordability"
23,"affordable"
1,"affordably"
6,"afforded"
1,"affords"
1,"affriming"
2,"affront"
1,"affronts"
2,"affton"
14,"afghan"
32,"afghanistan"
2,"afghans"
1,"afi"
1,"afi's"
3,"afield"
1,"afighter"
1,"afinnuff"
2,"afire"
3,"afl"
2,"aflac"
1,"afloat"
1,"afm"
1,"afn"
1,"afore"
8,"aforementioned"
2,"afoul"
1,"afp"
74,"afraid"
1,"afribaum"
53,"africa"
1,"africa's"
50,"african"
3,"africans"
1,"afriend"
3,"afrikaans"
1,"afrikaner"
2,"afrikaners"
4,"afro"
1,"afrojack"
1,"aft"
1,"afta"
1650,"after"
2,"afterall"
3,"afterlights"
11,"aftermath"
148,"afternoon"
1,"afternoon's"
6,"afternoons"
3,"afterparty"
1,"aftershocks"
4,"afterthought"
15,"afterward"
13,"afterwards"
1,"aftra"
1,"afuni"
1,"ag's"
1,"aga"
740,"again"
476,"against"
1,"agalloch"
1,"agastya"
5,"agave"
1,"agcanas"
185,"age"
1,"ageable"
27,"aged"
2,"agee"
1,"ageing"
1,"ageless"
39,"agencies"
110,"agency"
15,"agency's"
40,"agenda"
1,"agendalive"
3,"agendas"
75,"agent"
2,"agent's"
38,"agents"
63,"ages"
1,"agf"
1,"aggies"
1,"aggrandized"
8,"aggravated"
1,"aggravates"
1,"aggravating"
2,"aggravation"
2,"aggregate"
1,"aggregation"
1,"aggregations"
6,"aggression"
21,"aggressive"
8,"aggressively"
1,"aggressiveness"
2,"aggressor"
2,"aggrieved"
1,"aghhh"
1,"aghhhhhh"
4,"agile"
1,"agility"
25,"aging"
1,"agirljustwants"
3,"agitated"
2,"agitation"
1,"agley"
1,"aglow"
1,"agnate"
4,"agnes"
1,"agnès"
1,"agni"
1,"agnostic"
381,"ago"
1,"agonized"
3,"agonizing"
7,"agony"
1,"agoura"
148,"agree"
6,"agreeable"
117,"agreed"
8,"agreeing"
66,"agreement"
3,"agreements"
15,"agrees"
17,"agricultural"
17,"agriculture"
1,"aground"
3,"agua"
1,"aguachile"
2,"aguas"
1,"agudelo"
1,"aguila"
1,"aguilar"
1,"aguilarssssss"
2,"aguilera"
1,"aguilera's"
2,"aguinaldo"
3,"aguirre"
1,"agus"
19,"aha"
4,"ahah"
9,"ahaha"
2,"ahahah"
4,"ahahaha"
1,"ahahahaha"
1,"ahahahahahahahahah"
1,"ahahahahahahahahahaha"
5,"ahalf"
3,"ahavat"
126,"ahead"
4,"ahem"
1,"ahern"
12,"ahh"
2,"ahhhh"
1,"ahhhmm"
2,"ahi"
2,"ahl"
1,"ahmad"
1,"ahmadinejad's"
1,"ahmanson"
1,"ahmed"
1,"ahndien"
1,"aholic"
1,"ahomeforyourphone"
1,"ahoop"
3,"ahs"
1,"ahsken"
1,"ahtanum"
1,"ahwatukee"
2,"aia"
1,"aiant"
1,"aib"
52,"aid"
2,"aidan"
10,"aide"
5,"aided"
3,"aiden"
1,"aides"
4,"aiding"
20,"aids"
1,"aig's"
2,"aight"
1,"aigners"
1,"aiiiiiiiiiiiihhhhhhhhhhhhhhhhhhh"
1,"aikens"
1,"aikman"
1,"ailes"
4,"ailing"
4,"ailment"
3,"ailments"
1,"ails"
23,"aim"
1,"aima"
21,"aimed"
2,"aimee"
4,"aiming"
1,"aimless"
1,"aimlessly"
1,"aimlessness"
12,"aims"
64,"ain't"
1,"ainsley"
27,"aint"
3,"aioli"
1,"aipac"
196,"air"
1,"airballing"
1,"airbender"
2,"airboats"
3,"airborne"
3,"airbrush"
1,"airbrushed"
1,"airbus"
24,"aircraft"
1,"aircrafts"
1,"airdrop"
1,"aire"
6,"aired"
3,"aires"
6,"airfare"
1,"airfares"
1,"airfive"
1,"airframes"
5,"airing"
5,"airleaf"
11,"airline"
37,"airlines"
1,"airlort"
2,"airman"
9,"airplane"
6,"airplanes"
75,"airport"
1,"airport's"
12,"airports"
4,"airs"
2,"airship"
1,"airships"
2,"airspace"
2,"airstrikes"
2,"airstrip"
1,"airswimmers"
1,"airtight"
3,"airtime"
2,"airtran"
8,"airwaves"
2,"airways"
5,"airy"
1,"aischrologia"
1,"aisha"
1,"aisight"
14,"aisle"
6,"aisles"
2,"aitken"
1,"aj's"
1,"ajani"
1,"ajax"
1,"ajay"
1,"ajlouny"
1,"ajm"
1,"ajohn"
1,"ajs"
22,"aka"
1,"akash"
1,"akbar"
1,"akc"
1,"akebia"
1,"akeena"
2,"akehurst"
1,"akelamalu"
2,"akers"
1,"akhbar"
1,"akhtar"
9,"akin"
5,"akind"
1,"akio"
1,"akira"
1,"aknowledg"
1,"ako"
1,"akon"
20,"akron"
1,"akronites"
1,"akshay"
1,"akzo"
2,"akzonobel"
2,"al's"
3,"ala"
1,"alaba"
23,"alabama"
3,"alabama's"
2,"aladdin"
1,"alagtors"
1,"alai"
2,"alain"
4,"alaina"
1,"alamaro"
8,"alameda"
1,"alamitos"
5,"alamo"
1,"alamobowl"
1,"alamogordo"
3,"alamos"
17,"alan"
24,"alarm"
2,"alarmed"
3,"alarming"
1,"alarmingly"
5,"alarms"
13,"alas"
20,"alaska"
1,"alaska's"
3,"alaskan"
1,"alaskans"
1,"alauda"
1,"alb"
1,"albad"
1,"albania"
1,"albanian"
3,"albany"
1,"albarino"
8,"albeit"
1,"albeluvic"
30,"albert"
6,"alberta"
1,"alberti"
3,"alberto"
2,"albiez"
1,"albino"
1,"albion"
1,"albivis"
1,"albo"
1,"albrecht"
1,"albrecht's"
2,"albright"
120,"album"
1,"album'an"
2,"album's"
27,"albums"
11,"albuquerque"
1,"alcantar"
2,"alcatraz"
1,"alchemical"
1,"alchemy"
1,"alcholic"
1,"alcides"
70,"alcohol"
9,"alcoholic"
6,"alcoholism"
1,"alcott"
1,"alcove"
1,"ald"
1,"alda"
2,"alden"
1,"alder"
1,"alderman"
1,"aldermanic"
4,"aldermen"
2,"aldi"
1,"aldo"
1,"aldon"
1,"aldous"
21,"aldridge"
1,"aldridge's"
1,"aldyl"
50,"ale"
8,"alec"
1,"alegria"
1,"alehouse"
1,"aleister"
1,"aleksandr"
2,"aleksandra"
1,"alene"
1,"aleppo"
2,"alera"
28,"alert"
5,"alerted"
3,"alerting"
5,"alerts"
10,"ales"
1,"alesha"
1,"aleshia"
1,"alessandra"
1,"alessandrini"
1,"alessio"
1,"aleutian"
51,"alex"
2,"alex's"
28,"alexander"
1,"alexander's"
5,"alexandra"
2,"alexandre"
3,"alexandria"
1,"alexandrov"
1,"alexiis"
5,"alexis"
1,"alexmontaldo"
1,"alexus"
1,"aley"
1,"alfalfa"
1,"alfaro"
1,"alfie"
4,"alfred"
3,"alfredo"
1,"alfredsson"
2,"algae"
2,"algebra"
1,"alger"
2,"algeria"
1,"algeria's"
1,"algerians"
1,"algonquin"
1,"algorithm"
1,"algorithms"
1,"algthough"
1,"alhamadee"
1,"alhassan"
1,"alho"
11,"ali"
2,"alia"
1,"alias"
1,"aliases"
1,"alicante"
20,"alice"
1,"alice's"
7,"alicia"
1,"alicia's"
17,"alien"
3,"alienate"
1,"alienation"
1,"aliend"
11,"aliens"
1,"alifetime"
1,"alighting"
1,"align"
2,"aligned"
3,"alignment"
19,"alike"
2,"alikes"
1,"alimentari"
1,"alimony"
1,"alinsky"
1,"alipaige"
2,"alisa"
1,"alisha"
2,"alison"
1,"alison's"
1,"alissa"
2,"alistair"
1,"alita"
1,"alito"
1,"alittlelessdouche"
1,"alivaine"
67,"alive"
1,"aliya"
4079,"all"
1,"all's"
2,"alla"
5,"allah"
1,"allahbless"
2,"allahu"
1,"allaire"
1,"allamuchy"
4,"allan"
1,"allcare"
1,"allegan"
5,"allegation"
26,"allegations"
5,"allege"
37,"alleged"
40,"allegedly"
2,"alleges"
2,"allegheny"
4,"allegiance"
1,"allegiances"
8,"alleging"
1,"allegorical"
1,"allegorizes"
41,"allen"
3,"allen's"
1,"allens"
1,"allenton"
1,"allentown"
1,"allergen"
1,"allergenic"
8,"allergic"
7,"allergies"
4,"allergy"
1,"alles"
2,"alleviate"
2,"alleviating"
17,"alley"
1,"alleyways"
2,"alli"
13,"alliance"
1,"alliant"
5,"allie"
4,"allied"
18,"allies"
4,"alligator"
1,"alligators"
1,"allin"
1,"allis"
7,"allison"
1,"allister"
1,"alliteration"
1,"alliterative"
2,"allman"
1,"allo"
3,"allocate"
4,"allocated"
1,"allocating"
3,"allod"
1,"allods"
2,"allot"
1,"alloted"
2,"allotment"
3,"allotted"
133,"allow"
2,"allowable"
4,"allowance"
1,"allowances"
122,"allowed"
58,"allowing"
66,"allows"
1,"alloyed"
1,"alloys"
1,"alls"
1,"allscripts"
1,"allstar"
1,"allstarweekend"
1,"allthedrinks"
1,"alltheway"
1,"allthough"
1,"alltime"
1,"alltogether"
3,"alluded"
1,"alludes"
1,"alluding"
6,"allure"
2,"alluring"
1,"allwillberevealed"
13,"ally"
2,"ally's"
2,"allyson"
11,"alma"
1,"almaden"
1,"almamater"
1,"almanac"
1,"almazbek"
2,"almighty"
7,"almond"
4,"almonds"
337,"almost"
1,"almoust"
1,"alms"
1,"almunia"
1,"alo"
2,"aloe"
1,"aloes"
2,"aloft"
5,"aloha"
1,"aloma"
1,"alomar"
168,"alone"
384,"along"
35,"alongside"
2,"alonso"
1,"aloo"
2,"aloofness"
44,"alot"
1,"alotta"
1,"alottt"
7,"aloud"
1,"aloysius"
1,"alp"
1,"alparone"
15,"alpha"
8,"alphabet"
5,"alphabetical"
1,"alphanumeric"
1,"alphaout"
1,"alphas"
1,"alphonse"
1,"alphonse's"
1,"alphonso"
1,"alpine"
1,"alps"
1,"alqaeda"
527,"already"
36,"alright"
2,"alroight"
1,"als"
2,"alsace"
1,"alshon"
1604,"also"
2,"alsop"
2,"alt"
1,"altamuro"
1,"altan"
1,"altantuya"
5,"altar"
1,"altar's"
2,"altars"
1,"altavista'd"
1,"altenburg"
1,"altenburg's"
6,"alter"
2,"alteration"
8,"alterations"
2,"altercation"
2,"altercations"
9,"altered"
1,"altering"
1,"alterior"
1,"alterman"
12,"alternate"
2,"alternated"
1,"alternately"
1,"alternates"
5,"alternating"
46,"alternative"
1,"alternatively"
11,"alternatives"
1,"alternator"
2,"alters"
1,"althea"
1,"altho"
1,"althoff"
1,"althoff's"
248,"although"
1,"altidore"
2,"altima"
8,"altitude"
2,"altman"
9,"alto"
13,"altogether"
3,"alton"
2,"altrices"
3,"altruistic"
1,"altshuler"
1,"altson"
1,"altuve"
2,"alum"
6,"aluminum"
1,"alumnae"
13,"alumni"
3,"alumnus"
3,"alums"
1,"alusuisse"
1,"alute"
1,"alva"
1,"alvarado"
2,"alvarez"
3,"alvaro"
1,"alverno"
3,"alvin"
1,"alwa"
3,"alway"
843,"always"
2,"aly"
1,"alysia"
1,"alyson"
5,"alyssa"
1,"alzarius"
8,"alzheimer's"
3,"am's"
1,"ama"
1,"amador"
1,"amag"
2,"amala"
1,"amalek"
1,"amalgam"
1,"amalgamated"
1,"amalgamation"
1,"amalia"
1,"amana"
14,"amanda"
1,"amanda's"
1,"amanillah"
1,"amante"
3,"amar"
2,"amar'e"
1,"amara"
1,"amarble"
5,"amare"
1,"amargoso"
1,"amariana's"
1,"amarillo"
1,"amaro"
1,"amarr"
3,"amass"
4,"amassed"
1,"amassing"
10,"amateur"
1,"amateurly"
1,"amateurs"
1,"amavasya"
1,"amaz"
3,"amaze"
1,"amazeballs"
18,"amazed"
3,"amazes"
363,"amazing"
1,"amazinglike"
14,"amazingly"
59,"amazon"
3,"amazon's"
13,"ambassador"
3,"ambassadors"
16,"amber"
1,"amberg"
4,"ambiance"
2,"ambien"
6,"ambience"
5,"ambient"
1,"ambiguity"
4,"ambiguous"
6,"ambition"
5,"ambitions"
15,"ambitious"
1,"ambivalence"
3,"ambivalent"
3,"ambrose"
2,"ambrosia"
1,"ambry"
1,"ambshapiro"
11,"ambulance"
1,"ambulatory"
4,"ambush"
1,"ambushed"
1,"ambushes"
1,"amc"
2,"amd"
1,"amédée"
1,"amelia"
25,"amen"
2,"amenable"
2,"amend"
3,"amended"
25,"amendment"
4,"amendments"
1,"amendola"
3,"amends"
2,"amenities"
2,"amer"
1,"ameredubuys"
2,"ameren"
1,"ameren's"
165,"america"
31,"america's"
1,"americain"
322,"american"
1,"americanalienep"
1,"americanidol"
1,"americanism"
1,"americanized"
1,"americanmasters"
1,"americano"
109,"americans"
8,"americas"
1,"americo"
1,"amerika's"
1,"ameritrust"
1,"amery"
1,"amethyst"
1,"amex"
1,"amezaga's"
2,"amg"
1,"amgen"
1,"amherst"
2,"ami"
1,"amiable"
1,"amichevole"
24,"amid"
1,"amidala"
3,"amidst"
1,"amig"
1,"amiga"
3,"amigo"
1,"amigos"
1,"amigurumi"
1,"amiina"
2,"amin"
2,"amiri"
3,"amish"
1,"amiss"
1,"amity"
1,"ammann"
3,"ammo"
1,"ammons"
9,"ammunition"
1,"ammunmition"
4,"amnesia"
6,"amnesty"
1,"amon"
204,"among"
22,"amongst"
1,"amonov"
2,"amor"
1,"amore"
2,"amoroso"
1,"amorous"
13,"amos"
1,"amosss"
120,"amount"
1,"amount's"
6,"amounted"
25,"amounts"
6,"amp"
1,"ampaipitakwong"
4,"amped"
1,"ampersands"
1,"amphetamines"
2,"amphibians"
1,"amphitheater"
2,"amphitheatre"
12,"ample"
1,"amplification"
1,"amplified"
3,"amplifier"
1,"amplify"
2,"amply"
2,"amps"
1,"amputation"
1,"amputees"
3,"amr"
1,"amran"
1,"amrita"
1,"amrond"
4,"ams"
1,"amstel"
6,"amsterdam"
1,"amsterdam's"
2,"amtrak"
1,"amtrak's"
2,"amtrust"
1,"amuse"
2,"amused"
11,"amusement"
5,"amusing"
1,"amusingly"
1,"amway"
33,"amy"
3,"amy's"
1,"amygdala"
1,"amyotrophic"
11,"ana"
1,"ana's"
1,"anabel"
1,"anabolic"
1,"anabolics"
1,"anacondas"
3,"anacostia"
1,"anaerobic"
4,"anaheim"
1,"anaheim's"
2,"anak"
1,"anakin's"
6,"anal"
1,"analise"
1,"analog"
1,"analogies"
6,"analogy"
1,"analyse"
1,"analysed"
1,"analysing"
50,"analysis"
26,"analyst"
27,"analysts"
2,"analytic"
4,"analytical"
9,"analytics"
11,"analyze"
5,"analyzed"
4,"analyzing"
5,"anarchists"
2,"anarchy"
1,"anas"
4,"anastasia"
1,"anat"
1,"anathema"
1,"anatolian"
1,"anatomically"
3,"anatomy"
13,"anc"
1,"ancestor"
5,"ancestors"
2,"ancestry"
1,"ancho"
14,"anchor"
2,"anchorage"
2,"anchored"
1,"anchorette"
5,"anchorman"
4,"anchors"
1,"anchovy"
25,"ancient"
1,"ancientgreek"
1,"ancillary"
1,"ancora"
30060,"and"
1,"andalso"
2,"andd"
2,"ande"
1,"anders"
1,"andersen"
30,"anderson"
1,"anderson's"
1,"andersonville"
1,"andhra"
2,"andi"
1,"andie"
1,"andie's"
1,"andnba"
1,"andoh"
1,"andoh's"
1,"andoni"
1,"andover"
2,"andra"
1,"andra's"
1,"andrade"
12,"andre"
1,"andré"
1,"andre's"
14,"andrea"
1,"andreabell"
2,"andreas"
2,"andrei"
1,"andrene"
1,"andreoff"
2,"andres"
1,"andress"
1,"andretti"
1,"andreu"
51,"andrew"
