"freq","word1","word2","word3"
"3","in","the","pacific"
"2","in","the","package"
"3","in","the","pages"
"6","in","the","paint"
"3","in","the","painting"
"2","in","the","palace"
"4","in","the","pan"
"2","in","the","pantry"
"3","in","the","parade"
"12","in","the","park"
"6","in","the","parking"
"2","in","the","parks"
"2","in","the","passenger"
"54","in","the","past"
"2","in","the","people"
"3","in","the","philippines"
"6","in","the","photo"
"2","in","the","photograph"
"7","in","the","picture"
"2","in","the","pictures"
"2","in","the","place"
"17","in","the","playoffs"
"2","in","the","pocketbook"
"2","in","the","pole"
"2","in","the","police"
"3","in","the","poll"
"7","in","the","pool"
"2","in","the","porn"
"4","in","the","portland"
"5","in","the","position"
"4","in","the","post"
"2","in","the","postgame"
"4","in","the","postseason"
"3","in","the","pot"
"2","in","the","potty"
"2","in","the","pre"
"2","in","the","presence"
"3","in","the","present"
"2","in","the","presentation"
"2","in","the","presidential"
"3","in","the","press"
"8","in","the","previous"
"3","in","the","pro"
"23","in","the","process"
"2","in","the","produce"
"2","in","the","production"
"3","in","the","project"
"2","in","the","province"
"3","in","the","pub"
"5","in","the","public"
"2","in","the","pursuit"
"2","in","the","quality"
"4","in","the","quarter"
"2","in","the","queue"
"12","in","the","race"
"2","in","the","rack"
"2","in","the","radio"
"8","in","the","rain"
"6","in","the","real"
"4","in","the","rear"
"4","in","the","red"
"2","in","the","redevelopment"
"4","in","the","refrigerator"
"10","in","the","region"
"5","in","the","regular"
"2","in","the","remaining"
"2","in","the","restaurant"
"2","in","the","resurrection"
"16","in","the","right"
"4","in","the","river"
"3","in","the","road"
"12","in","the","room"
"3","in","the","rose"
"2","in","the","rotation"
"2","in","the","round"
"3","in","the","run"
"6","in","the","running"
"2","in","the","safe"
"57","in","the","same"
"7","in","the","san"
"3","in","the","sand"
"5","in","the","school"
"2","in","the","schools"
"3","in","the","search"
"11","in","the","season"
"43","in","the","second"
"2","in","the","sector"
"8","in","the","senate"
"4","in","the","sense"
"18","in","the","series"
"2","in","the","session"
"2","in","the","seven"
"6","in","the","seventh"
"2","in","the","seventies"
"3","in","the","sex"
"2","in","the","shadows"
"4","in","the","shooting"
"3","in","the","shootings"
"2","in","the","shop"
"6","in","the","short"
"10","in","the","shower"
"2","in","the","side"
"3","in","the","situation"
"3","in","the","six"
"12","in","the","sixth"
"6","in","the","sky"
"2","in","the","slightest"
"3","in","the","small"
"2","in","the","snow"
"3","in","the","so"
"3","in","the","social"
"2","in","the","sofa"
"3","in","the","song"
"9","in","the","south"
"2","in","the","southeast"
"8","in","the","space"
"3","in","the","special"
"4","in","the","sports"
"2","in","the","spot"
"2","in","the","spotlight"
"2","in","the","sprawling"
"18","in","the","spring"
"2","in","the","sprint"
"4","in","the","st"
"2","in","the","stadium"
"3","in","the","standings"
"2","in","the","stands"
"2","in","the","start"
"4","in","the","starting"
"41","in","the","state"
"5","in","the","state's"
"2","in","the","statehouse"
"6","in","the","states"
"2","in","the","stomach"
"8","in","the","store"
"3","in","the","stories"
"2","in","the","storm"
"3","in","the","story"
"3","in","the","street"
"2","in","the","streets"
"14","in","the","studio"
"6","in","the","study"
"2","in","the","stuff"
"2","in","the","style"
"2","in","the","subject"
"3","in","the","suit"
"21","in","the","summer"
"11","in","the","sun"
"2","in","the","sunshine"
"2","in","the","supermarket"
"2","in","the","survey"
"2","in","the","sweet"
"2","in","the","swing"
"3","in","the","system"
"2","in","the","talks"
"2","in","the","tampa"
"2","in","the","tank"
"2","in","the","tax"
"2","in","the","team"
"2","in","the","temple"
"2","in","the","texas"
"7","in","the","the"
"2","in","the","there"
"3","in","the","thick"
"27","in","the","third"
"3","in","the","three"
"3","in","the","time"
"3","in","the","tiny"
"8","in","the","title"
"2","in","the","to"
"3","in","the","today"
"2","in","the","tooth"
"15","in","the","top"
"2","in","the","torah"
"4","in","the","tour"
"2","in","the","tournament"
"3","in","the","town"
"2","in","the","township"
"2","in","the","trade"
"2","in","the","tradition"
"3","in","the","trash"
"3","in","the","trenches"
"4","in","the","trial"
"3","in","the","tropics"
"2","in","the","true"
"3","in","the","trunk"
"2","in","the","tub"
"2","in","the","tucson"
"2","in","the","twisted"
"6","in","the","two"
"37","in","the","u"
"17","in","the","uk"
"2","in","the","union"
"29","in","the","united"
"5","in","the","universe"
"201","in","the","unk"
"5","in","the","upcoming"
"14","in","the","us"
"14","in","the","usa"
"2","in","the","use"
"3","in","the","valley"
"2","in","the","value"
"4","in","the","very"
"3","in","the","vicinity"
"8","in","the","video"
"2","in","the","village"
"3","in","the","voice"
"7","in","the","wake"
"4","in","the","wall"
"3","in","the","warm"
"4","in","the","was"
"9","in","the","water"
"29","in","the","way"
"2","in","the","ways"
"8","in","the","week"
"8","in","the","west"
"2","in","the","western"
"3","in","the","white"
"6","in","the","whole"
"7","in","the","wild"
"4","in","the","wilderness"
"2","in","the","win"
"4","in","the","wind"
"2","in","the","wine"
"9","in","the","winter"
"2","in","the","wisdom"
"2","in","the","witness"
"2","in","the","womb"
"2","in","the","women's"
"12","in","the","woods"
"3","in","the","words"
"2","in","the","work"
"2","in","the","workout"
"3","in","the","workplace"
"16","in","the","works"
"109","in","the","world"
"2","in","the","world's"
"2","in","the","worm"
"3","in","the","worst"
"7","in","the","wrong"
"2","in","the","x"
"3","in","the","yankees"
"3","in","the","yard"
"2","in","the","yarn"
"6","in","the","year"
"5","in","the","years"
"2","in","the","yoga"
"2","in","the","young"
"2","in","their","back"
"2","in","their","chief"
"2","in","their","community"
"2","in","their","country"
"2","in","their","current"
"3","in","their","eyes"
"2","in","their","face"
"2","in","their","favor"
"5","in","their","first"
"2","in","their","home"
"2","in","their","kids"
"4","in","their","life"
"5","in","their","lives"
"2","in","their","mid"
"2","in","their","mouths"
"2","in","their","name"
"2","in","their","new"
"14","in","their","own"
"3","in","their","past"
"2","in","their","personal"
"2","in","their","power"
"2","in","their","right"
"2","in","their","sights"
"11","in","their","unk"
"2","in","their","zone"
"2","in","them","to"
"2","in","theory","the"
"5","in","there","and"
"2","in","there","had"
"2","in","there","lol"
"2","in","there","now"
"2","in","there","somewhere"
"3","in","there","that"
"3","in","there","were"
"3","in","these","areas"
"2","in","these","parts"
"2","in","these","times"
"2","in","they","had"
"2","in","thirty","five"
"3","in","this","age"
"4","in","this","area"
"3","in","this","article"
"2","in","this","bill"
"2","in","this","blog"
"7","in","this","book"
"22","in","this","case"
"3","in","this","city"
"3","in","this","collection"
"2","in","this","context"
"11","in","this","country"
"2","in","this","day"
"3","in","this","draft"
"2","in","this","first"
"4","in","this","game"
"2","in","this","great"
"7","in","this","house"
"2","in","this","instance"
"7","in","this","life"
"2","in","this","morning"
"2","in","this","morning's"
"2","in","this","novel"
"6","in","this","one"
"3","in","this","photo"
"4","in","this","post"
"4","in","this","regard"
"2","in","this","respect"
"2","in","this","section"
"3","in","this","series"
"3","in","this","sort"
"3","in","this","space"
"3","in","this","state"
"6","in","this","town"
"6","in","this","unk"
"2","in","this","very"
"4","in","this","way"
"3","in","this","week"
"3","in","this","week's"
"7","in","this","world"
"4","in","this","year's"
"3","in","those","days"
"3","in","those","unk"
"2","in","three","categories"
"3","in","three","years"
"2","in","through","the"
"3","in","time","and"
"2","in","time","but"
"11","in","time","for"
"13","in","time","to"
"2","in","time","with"
"2","in","times","of"
"4","in","to","a"
"2","in","to","be"
"2","in","to","get"
"2","in","to","it"
"2","in","to","make"
"5","in","to","my"
"4","in","to","our"
"2","in","to","pitch"
"3","in","to","see"
"6","in","to","the"
"2","in","to","their"
"2","in","to","this"
"2","in","to","try"
"2","in","to","twitter"
"2","in","to","unk"
"2","in","today's","dollars"
"2","in","today's","economy"
"3","in","today's","unk"
"2","in","today's","world"
"2","in","touch","unk"
"8","in","touch","with"
"5","in","town","and"
"4","in","town","for"
"2","in","town","next"
"2","in","trouble","for"
"2","in","trying","to"
"2","in","two","days"
"2","in","two","games"
"3","in","two","hours"
"2","in","two","meetings"
"3","in","two","months"
"2","in","two","runs"
"3","in","two","years"
"14","in","u","s"
"7","in","unk","a"
"2","in","unk","about"
"3","in","unk","all"
"40","in","unk","and"
"2","in","unk","are"
"7","in","unk","as"
"6","in","unk","at"
"6","in","unk","because"
"4","in","unk","but"
"2","in","unk","canyon"
"2","in","unk","city"
"4","in","unk","county"
"2","in","unk","find"
"2","in","unk","florida"
"10","in","unk","for"
"2","in","unk","from"
"2","in","unk","germany"
"4","in","unk","has"
"3","in","unk","he"
"2","in","unk","hill"
"2","in","unk","hills"
"3","in","unk","his"
"2","in","unk","history"
"13","in","unk","i"
"3","in","unk","i'm"
"2","in","unk","if"
"11","in","unk","in"
"8","in","unk","is"
"3","in","unk","it"
"2","in","unk","it's"
"6","in","unk","last"
"2","in","unk","like"
"2","in","unk","many"
"2","in","unk","mass"
"3","in","unk","miles"
"3","in","unk","mo"
"2","in","unk","more"
"2","in","unk","n"
"3","in","unk","near"
"4","in","unk","of"
"2","in","unk","on"
"8","in","unk","or"
"2","in","unk","out"
"3","in","unk","park"
"2","in","unk","response"
"2","in","unk","right"
"3","in","unk","said"
"3","in","unk","she"
"2","in","unk","small"
"2","in","unk","so"
"3","in","unk","square"
"2","in","unk","take"
"2","in","unk","texas"
"10","in","unk","that"
"20","in","unk","the"
"3","in","unk","they"
"4","in","unk","this"
"2","in","unk","tn"
"6","in","unk","to"
"2","in","unk","today"
"2","in","unk","tomorrow"
"58","in","unk","unk"
"2","in","unk","v"
"7","in","unk","was"
"2","in","unk","ways"
"3","in","unk","we"
"2","in","unk","we're"
"11","in","unk","where"
"7","in","unk","which"
"3","in","unk","while"
"4","in","unk","who"
"6","in","unk","with"
"2","in","unk","world"
"2","in","unk","you"
"2","in","until","the"
"3","in","up","from"
"2","in","upstate","ny"
"2","in","use","in"
"2","in","vain","to"
"2","in","various","countries"
"2","in","was","the"
"5","in","washington","d"
"2","in","washington","dc"
"2","in","washington","said"
"3","in","washington","state"
"3","in","ways","that"
"2","in","webster","groves"
"2","in","west","texas"
"2","in","west","unk"
"2","in","western","countries"
"2","in","what","has"
"3","in","what","i"
"4","in","what","is"
"2","in","what","the"
"3","in","what","they"
"3","in","what","was"
"2","in","what","would"
"2","in","when","he"
"2","in","when","i"
"2","in","when","the"
"2","in","when","unk"
"8","in","which","a"
"21","in","which","he"
"5","in","which","i"
"2","in","which","our"
"2","in","which","people"
"2","in","which","public"
"5","in","which","she"
"16","in","which","the"
"2","in","which","their"
"5","in","which","they"
"2","in","which","to"
"2","in","which","two"
"3","in","which","we"
"4","in","which","you"
"2","in","white","unk"
"2","in","whom","this"
"2","in","winter","when"
"2","in","wisconsin","is"
"4","in","with","a"
"2","in","with","my"
"6","in","with","the"
"2","in","with","unk"
"2","in","women","who"
"2","in","world","history"
"2","in","years","and"
"2","in","years","i"
"2","in","years","of"
"2","in","years","thanks"
"2","in","years","that"
"2","in","years","to"
"2","in","your","area"
"2","in","your","average"
"2","in","your","avi"
"2","in","your","backyard"
"2","in","your","bed"
"3","in","your","best"
"2","in","your","blog"
"4","in","your","body"
"3","in","your","book"
"2","in","your","cart"
"2","in","your","closet"
"2","in","your","comment"
"2","in","your","debt"
"2","in","your","dreams"
"2","in","your","eyes"
"3","in","your","face"
"2","in","your","family"
"2","in","your","favor"
"2","in","your","food"
"2","in","your","garden"
"3","in","your","hand"
"4","in","your","hands"
"8","in","your","head"
"4","in","your","heart"
"3","in","your","home"
"2","in","your","lap"
"20","in","your","life"
"2","in","your","lifetime"
"2","in","your","mind"
"5","in","your","mouth"
"2","in","your","name"
"3","in","your","new"
"2","in","your","path"
"3","in","your","phone"
"2","in","your","pocket"
"5","in","your","room"
"2","in","your","space"
"3","in","your","town"
"2","in","your","underwear"
"7","in","your","unk"
"3","in","your","world"
"2","inbox","me","your"
"2","inc","s","million"
"2","inch","tail","at"
"2","inches","of","snow"
"2","inches","of","water"
"2","incident","unk","said"
"2","incidents","at","the"
"2","inclement","weather","but"
"3","include","a","new"
"2","include","all","the"
"2","include","the","following"
"2","include","unk","and"
"2","include","unk","of"
"3","include","unk","unk"
"3","included","in","a"
"2","included","in","that"
"9","included","in","the"
"2","includes","a","unk"
"2","including","a","gift"
"4","including","a","unk"
"2","including","one","by"
"2","including","one","for"
"2","including","the","last"
"4","including","the","unk"
"2","including","this","one"
"2","including","those","of"
"2","including","unk","unk"
"2","income","tax","hike"
"2","income","tax","increase"
"2","incorporate","into","our"
"5","incorporated","in","item"
"4","increase","in","the"
"2","increase","the","number"
"2","increased","the","federal"
"3","increasing","number","of"
"2","indeed","it's","a"
"3","indeed","it","is"
"2","independence","party","which"
"2","independent","unk","to"
"2","index","was","up"
"2","india","and","china"
"2","indians","and","white"
"2","indians","living","below"
"2","indicate","that","the"
"2","indicated","he","will"
"2","indicated","with","an"
"2","inducted","into","the"
"2","industrial","and","commercial"
"3","industrial","average","fell"
"2","industry","as","a"
"2","industry","in","the"
"2","indy","reads","glove"
"2","inequality","as","well"
"2","inevitably","leads","to"
"2","influence","of","the"
"2","influence","on","the"
"3","influential","people","in"
"2","info","about","the"
"3","info","check","out"
"3","info","unk","com"
"2","information","about","it"
"8","information","about","the"
"2","information","and","also"
"2","information","call","or"
"3","information","from","the"
"2","information","go","to"
"3","information","in","the"
"2","information","leading","to"
"3","information","on","how"
"5","information","on","the"
"2","information","on","these"
"2","information","on","this"
"3","information","unk","com"
"2","information","we","have"
"2","ingredients","in","a"
"3","inherent","in","the"
"2","initial","public","offering"
"3","injured","his","left"
"2","injured","in","a"
"3","injured","in","the"
"2","injuries","all","season"
"2","injuries","and","released"
"2","injuries","and","was"
"2","inked","the","edges"
"2","inn","in","unk"
"2","inning","home","run"
"2","inning","to","give"
"2","inning","with","a"
"2","innings","to","lead"
"2","innovation","in","the"
"2","insane","amount","of"
"2","inserted","in","the"
"2","inside","a","sports"
"5","inside","and","out"
"2","inside","and","outside"
"2","inside","me","for"
"2","inside","my","head"
"4","inside","my","house"
"2","inside","of","me"
"4","inside","of","the"
"2","inside","out","and"
"2","inside","the","home"
"2","insider","joe","kyrillos"
"2","insight","into","the"
"2","insisted","that","the"
"2","inspection","of","the"
"2","inspector","general's","report"
"2","inspiration","for","the"
"3","inspiration","for","this"
"2","inspire","me","to"
"2","inspired","by","a"
"10","inspired","by","the"
"2","inspired","by","unk"
"7","inspired","me","to"
"2","installed","at","the"
"2","instead","he","is"
"2","instead","it","took"
"3","instead","it","was"
"8","instead","of","a"
"2","instead","of","adding"
"3","instead","of","fighting"
"2","instead","of","for"
"2","instead","of","getting"
"2","instead","of","in"
"6","instead","of","just"
"16","instead","of","the"
"3","instead","of","two"
"7","instead","of","unk"
"2","instead","of","using"
"2","instead","there","are"
"2","institute","for","health"
"3","institute","of","technology"
"2","institution","as","a"
"2","insurance","company","is"
"4","integral","part","of"
"2","integrity","of","our"
"4","integrity","of","the"
"2","intellectual","property","rights"
"2","intelligence","sharing","and"
"2","intend","to","do"
"2","intend","to","get"
"2","intend","to","let"
"2","intended","for","the"
"4","intended","to","be"
"2","intended","to","make"
"2","intensity","of","the"
"2","intent","on","doing"
"2","interest","from","uconn"
"2","interest","in","cleveland"
"2","interest","in","getting"
"2","interest","in","my"
"4","interest","in","the"
"5","interest","in","unk"
"2","interest","rates","and"
"5","interested","in","a"
"2","interested","in","being"
"2","interested","in","helping"
"2","interested","in","joining"
"3","interested","in","seeing"
"8","interested","in","the"
"2","interested","in","this"
"3","interested","in","unk"
"2","interested","in","what"
"2","interested","in","you"
"2","interested","in","your"
"2","interested","to","see"
"2","interesting","and","i"
"2","interesting","but","not"
"2","interesting","it","became"
"2","interesting","to","hear"
"7","interesting","to","see"
"2","interesting","twist","on"
"2","interesting","way","to"
"2","interests","over","working"
"2","interfering","with","a"
"2","interim","surface","parking"
"2","interior","of","the"
"2","interior","secretary","ken"
"2","internal","revenue","service"
"2","international","and","unk"
"2","international","capital","markets"
"3","international","film","festival"
"2","international","real","estate"
"2","international","security","assistance"
"2","international","st","charles"
"2","internet","is","an"
"2","internship","at","the"
"2","interpretation","of","the"
"2","intersection","of","street"
"2","interview","at","the"
"5","interview","with","the"
"3","interview","with","unk"
"2","interview","you","and"
"2","into","a","ball"
"2","into","a","beautiful"
"2","into","a","corner"
"2","into","a","dice"
"2","into","a","fight"
"2","into","a","full"
"2","into","a","great"
"5","into","a","large"
"2","into","a","little"
"2","into","a","massive"
"2","into","a","new"
"2","into","a","place"
"2","into","a","pool"
"2","into","a","position"
"2","into","a","room"
"2","into","a","secret"
"2","into","a","single"
"2","into","a","small"
"2","into","a","star"
"2","into","a","strange"
"2","into","a","tanning"
"16","into","a","unk"
"2","into","a","very"
"2","into","a","white"
"2","into","account","that"
"3","into","account","the"
"3","into","cardiac","arrest"
"2","into","each","other"
"2","into","every","unk"
"2","into","first","place"
"4","into","his","unk"
"2","into","it","and"
"2","into","john","unk"
"5","into","my","head"
"2","into","my","heart"
"5","into","my","life"
"2","into","on","the"
"4","into","one","of"
"2","into","our","lives"
"2","into","our","own"
"2","into","place","and"
"3","into","small","pieces"
"3","into","some","of"
"2","into","something","else"
"3","into","something","that"
"3","into","the","air"
"2","into","the","area"
"2","into","the","back"
"3","into","the","bathroom"
"2","into","the","black"
"2","into","the","boards"
"2","into","the","building"
"2","into","the","camera"
"6","into","the","car"
"2","into","the","card"
"2","into","the","city"
"3","into","the","city's"
"2","into","the","cold"
"2","into","the","community"
"2","into","the","door"
"2","into","the","dough"
"2","into","the","dry"
"2","into","the","early"
"2","into","the","final"
"2","into","the","finale"
"3","into","the","fire"
"2","into","the","future"
"5","into","the","game"
"3","into","the","ground"
"3","into","the","hall"
"2","into","the","hand"
"2","into","the","hands"
"3","into","the","home"
"4","into","the","house"
"2","into","the","lineup"
"2","into","the","lives"
"3","into","the","living"
"2","into","the","mainstream"
"2","into","the","meeting"
"2","into","the","middle"
"2","into","the","movie"
"2","into","the","nature"
"2","into","the","net"
"6","into","the","new"
"4","into","the","night"
"2","into","the","ocean"
"2","into","the","open"
"2","into","the","park"
"2","into","the","passenger"
"2","into","the","playoffs"
"4","into","the","process"
"2","into","the","public"
"3","into","the","river"
"3","into","the","same"
"2","into","the","season"
"3","into","the","second"
"2","into","the","state"
"2","into","the","stream"
"2","into","the","streets"
"2","into","the","studio"
"3","into","the","surrounding"
"4","into","the","third"
"2","into","the","top"
"3","into","the","united"
"16","into","the","unk"
"5","into","the","water"
"2","into","the","west"
"2","into","the","wild"
"4","into","the","woods"
"5","into","the","world"
"2","into","the","writing"
"2","into","their","lives"
"3","into","their","own"
"2","into","this","season"
"3","into","town","to"
"2","into","trouble","with"
"2","into","unk","a"
"5","into","unk","and"
"2","into","unk","or"
"2","into","unk","to"
"3","into","unk","unk"
"3","into","your","life"
"2","intrigued","by","the"
"2","introduce","you","to"
"2","introduced","by","the"
"2","introduced","its","first"
"2","introduced","to","my"
"3","introduced","to","the"
"3","introduction","of","the"
"3","introduction","to","the"
"2","intrusion","into","the"
"2","invasion","of","privacy"
"2","invest","according","to"
"3","invested","million","in"
"2","investigate","the","unk"
"2","investigated","by","the"
"2","investigating","the","death"
"2","investigation","by","the"
"5","investigation","into","the"
"2","investigation","is","still"
"2","invitation","to","go"
"2","invitation","to","the"
"4","invite","you","to"
"3","invited","me","to"
"2","invited","to","a"
"2","invited","to","meet"
"5","invited","to","the"
"2","invited","unk","to"
"3","inviting","me","to"
"2","involved","a","need"
"2","involved","at","the"
"2","involved","in","more"
"25","involved","in","the"
"2","involved","in","this"
"3","involved","including","unk"
"3","involved","such","as"
"3","involved","with","the"
"2","ion","fuck","with"
"3","iphone","and","ipad"
"2","iraq","and","afghanistan"
"2","iraq","where","he"
"2","irish","roman","catholic"
"2","irrespective","of","whether"
"3","is","a","bad"
"11","is","a","beautiful"
"3","is","a","better"
"18","is","a","big"
"2","is","a","bigger"
"20","is","a","bit"
"2","is","a","black"
"3","is","a","blessing"
"6","is","a","book"
"2","is","a","box"
"3","is","a","brand"
"2","is","a","car"
"2","is","a","certain"
"2","is","a","certified"
"3","is","a","challenge"
"2","is","a","champion"
"3","is","a","choice"
"6","is","a","classic"
"2","is","a","clever"
"2","is","a","common"
"3","is","a","company"
"2","is","a","compelling"
"2","is","a","complex"
"2","is","a","complicated"
"2","is","a","cop"
"3","is","a","cute"
"3","is","a","dark"
"4","is","a","day"
"3","is","a","decision"
"2","is","a","deficiency"
"4","is","a","difference"
"3","is","a","different"
"3","is","a","difficult"
"2","is","a","distinct"
"3","is","a","double"
"2","is","a","douche"
"2","is","a","dream"
"3","is","a","family"
"2","is","a","fantastic"
"5","is","a","favorite"
"2","is","a","feature"
"2","is","a","feeble"
"3","is","a","fine"
"2","is","a","first"
"4","is","a","former"
"3","is","a","four"
"4","is","a","free"
"3","is","a","fun"
"6","is","a","gift"
"44","is","a","good"
"2","is","a","graduate"
"37","is","a","great"
"2","is","a","greater"
"3","is","a","guy"
"3","is","a","hell"
"4","is","a","high"
"2","is","a","highly"
"8","is","a","huge"
"5","is","a","joke"
"3","is","a","junior"
"4","is","a","large"
"2","is","a","leading"
"4","is","a","lie"
"3","is","a","light"
"4","is","a","link"
"5","is","a","list"
"20","is","a","little"
"2","is","a","long"
"2","is","a","loser"
"19","is","a","lot"
"4","is","a","major"
"3","is","a","man"
"2","is","a","massive"
"2","is","a","match"
"2","is","a","medium"
"5","is","a","member"
"2","is","a","mexican"
"2","is","a","miracle"
"3","is","a","modern"
"3","is","a","monster"
"4","is","a","more"
"3","is","a","much"
"2","is","a","multi"
"4","is","a","must"
"2","is","a","mystery"
"3","is","a","national"
"2","is","a","need"
"17","is","a","new"
"3","is","a","nice"
"2","is","a","non"
"2","is","a","not"
"2","is","a","ok"
"2","is","a","one"
"2","is","a","participant"
"4","is","a","perfect"
"2","is","a","perfectionist"
"3","is","a","person"
"2","is","a","personal"
"2","is","a","photo"
"3","is","a","picture"
"2","is","a","piece"
"5","is","a","place"
"2","is","a","pleasure"
"2","is","a","plex"
"2","is","a","polarizing"
"2","is","a","poor"
"2","is","a","positive"
"2","is","a","possibility"
"3","is","a","powerful"
"6","is","a","pretty"
"3","is","a","prime"
"2","is","a","prison"
"5","is","a","problem"
"2","is","a","public"
"3","is","a","rather"
"10","is","a","real"
"13","is","a","really"
"4","is","a","reason"
"2","is","a","reflection"
"3","is","a","regular"
"2","is","a","reminder"
"3","is","a","result"
"2","is","a","rough"
"3","is","a","safe"
"2","is","a","sense"
"2","is","a","series"
"3","is","a","serious"
"2","is","a","shame"
"2","is","a","short"
"2","is","a","side"
"3","is","a","sign"
"7","is","a","simple"
"7","is","a","small"
"2","is","a","smart"
"2","is","a","social"
"2","is","a","solid"
"2","is","a","song"
"5","is","a","special"
"2","is","a","spiritual"
"2","is","a","star"
"2","is","a","state"
"6","is","a","story"
"2","is","a","strange"
"2","is","a","street"
"2","is","a","super"
"5","is","a","symbol"
"2","is","a","tax"
"7","is","a","time"
"2","is","a","top"
"2","is","a","total"
"3","is","a","tough"
"2","is","a","trend"
"3","is","a","tribute"
"6","is","a","true"
"60","is","a","unk"
"2","is","a","valid"
"2","is","a","versatile"
"33","is","a","very"
"2","is","a","virtue"
"8","is","a","way"
"2","is","a","weak"
"4","is","a","well"
"3","is","a","whole"
"2","is","a","wild"
"2","is","a","wise"
"3","is","a","wonderful"
"2","is","a","work"
"2","is","a","worthy"
"3","is","a","year"
"5","is","a","young"
"7","is","able","to"
"6","is","about","a"
"4","is","about","as"
"2","is","about","half"
"6","is","about","the"
"10","is","about","to"
"4","is","about","unk"
"3","is","absolutely","no"
"5","is","accused","of"
"8","is","actually","a"
"2","is","actually","happening"
"3","is","actually","more"
"2","is","actually","unk"
"2","is","afraid","of"
"2","is","african","american"
"3","is","after","all"
"3","is","against","the"
"3","is","aimed","at"
"19","is","all","about"
"3","is","all","but"
"2","is","all","i"
"2","is","all","in"
"2","is","all","sorts"
"2","is","all","that"
"3","is","all","the"
"2","is","all","this"
"2","is","all","too"
"2","is","all","unk"
"6","is","allowed","to"
"2","is","almost","here"
"2","is","almost","impossible"
"3","is","already","in"
"23","is","also","a"
"2","is","also","available"
"2","is","also","part"
"13","is","also","the"
"2","is","also","used"
"2","is","also","very"
"16","is","always","a"
"2","is","always","at"
"2","is","always","good"
"3","is","always","something"
"4","is","always","the"
"2","is","always","unk"
"5","is","amazing","and"
"2","is","among","the"
"3","is","an","absolute"
"3","is","an","act"
"2","is","an","action"
"2","is","an","actual"
"2","is","an","amazing"
"2","is","an","american"
"2","is","an","area"
"3","is","an","ass"
"2","is","an","awkward"
"2","is","an","easy"
"2","is","an","element"
"2","is","an","energy"
"3","is","an","enormous"
"7","is","an","excellent"
"3","is","an","exciting"
"2","is","an","extremely"
"2","is","an","ideal"
"7","is","an","important"
"2","is","an","indication"
"2","is","an","inspiration"
"5","is","an","interesting"
"4","is","an","issue"
"2","is","an","official"
"2","is","an","old"
"2","is","an","open"
"4","is","an","opportunity"
"2","is","an","understatement"
"19","is","an","unk"
"2","is","and","has"
"2","is","and","how"
"2","is","and","i"
"2","is","and","if"
"2","is","and","is"
"2","is","and","what"
"2","is","and","who"
"2","is","and","why"
"3","is","another","day"
"4","is","another","example"
"2","is","another","one"
"3","is","another","way"
"3","is","any","indication"
"2","is","anything","but"
"2","is","apparent","from"
"2","is","applied","to"
"2","is","are","you"
"2","is","around","the"
"7","is","as","good"
"2","is","as","important"
"2","is","as","unk"
"3","is","asking","for"
"2","is","asking","the"
"2","is","associated","with"
"3","is","at","a"
"2","is","at","about"
"3","is","at","its"
"4","is","at","least"
"13","is","at","the"
"2","is","at","unk"
"2","is","attempting","to"
"2","is","attracted","to"
"5","is","available","at"
"3","is","available","in"
"3","is","available","to"
"7","is","averaging","points"
"2","is","awesome","i"
"4","is","back","in"
"5","is","back","on"
"4","is","back","to"
"2","is","back","with"
"2","is","based","in"
"18","is","based","on"
"3","is","basically","a"
"2","is","batting","with"
"4","is","because","it"
"2","is","because","of"
"3","is","because","we"
"2","is","becoming","a"
"2","is","becoming","increasingly"
"2","is","beginning","to"
"4","is","behind","the"
"2","is","being","able"
"2","is","being","acquired"
"2","is","being","done"
"2","is","being","friendly"
"6","is","being","held"
"2","is","being","made"
"2","is","being","offered"
"2","is","being","unk"
"7","is","believed","to"
"3","is","best","for"
"2","is","better","for"
"16","is","better","than"
"4","is","better","to"
"2","is","between","a"
"2","is","both","a"
"4","is","bound","to"
"2","is","brought","to"
"2","is","but","from"
"2","is","but","i"
"4","is","by","far"
"2","is","by","unk"
"2","is","called","a"
"2","is","called","out"
"7","is","called","the"
"2","is","called","to"
"6","is","called","unk"
"5","is","calling","for"
"2","is","calling","me"
"4","is","capable","of"
"2","is","card","in"
"2","is","certainly","an"
"3","is","certainly","not"
"2","is","changing","and"
"7","is","charged","with"
"2","is","chasing","me"
"2","is","checking","out"
"2","is","clear","and"
"6","is","clear","that"
"3","is","close","to"
"2","is","closed","today"
"4","is","coming","along"
"3","is","coming","back"
"4","is","coming","from"
"2","is","coming","in"
"2","is","coming","just"
"3","is","coming","out"
"3","is","coming","soon"
"8","is","coming","to"
"2","is","coming","together"
"7","is","coming","up"
"4","is","committed","to"
"2","is","common","for"
"2","is","complete","the"
"2","is","composed","of"
"4","is","concerned","about"
"4","is","considered","a"
"2","is","considered","by"
"2","is","considered","one"
"2","is","considered","unk"
"3","is","considering","a"
"2","is","consistent","with"
"2","is","convinced","that"
"3","is","crazy","but"
"2","is","critical","in"
"2","is","critical","to"
"4","is","crucial","to"
"2","is","currently","being"
"2","is","dark","and"
"2","is","dead","and"
"4","is","dedicated","to"
"2","is","defined","as"
"2","is","definitely","a"
"2","is","definitely","an"
"2","is","definitely","going"
"2","is","derived","from"
"2","is","described","as"
"2","is","designed","for"
"6","is","designed","to"
"2","is","determined","to"
"2","is","developing","a"
"2","is","devoted","to"
